img_name,label,img_name_disk,true_L,true_a,true_b
lipstick__nyx_professional_makeup__lip_lingerie_xxl_longlasting_matte__RoiXf2D.jpg,liquid_lipstick,,,,
lipstick__nyx_professional_makeup__lip_lingerie_xxl_longlasting_matte__u0UtV8f.jpg,liquid_lipstick,,,,
lipstick__nyx_professional_makeup__lip_lingerie_xxl_longlasting_matte__gtCARH7.jpg,liquid_lipstick,,,,
lipstick__nyx_professional_makeup__liquid_suede_cream_lipstick__downto_2ghHcFa.jpg,liquid_lipstick,,,,
lipstick__nyx_professional_makeup__matte_lipstick__alabama.jpg,bullet_lipstick,lipstick__nyx_professional_makeup__matte_lipstick__alabama.jpg,36.19690111,49.97131751,39.23468412
lipstick__nyx_professional_makeup__shout_loud_satin_lipstick__everyone_lies.jpg,bullet_lipstick,lipstick__nyx_professional_makeup__shout_loud_satin_lipstick__everyone_lies.jpg,27.46409732,42.22403446,16.6175634
lipstick__nyx_professional_makeup__smooth_whip_blurring_matte_lip_crea_Ek6zlaZ.jpg,swatch,,,,
lipstick__nyx_professional_makeup__smushy_matte_lip_balm__soft_smile.jpg,swatch,lipstick__nyx_professional_makeup__smushy_matte_lip_balm__soft_smile.jpg,56.48966951,21.20385166,24.34789055
lipstick__ofra_cosmetics__flexi_slick_lip_creme__buzz.jpg,liquid_lipstick,lipstick__ofra_cosmetics__flexi_slick_lip_creme__buzz.jpg,44.526789,36.28516438,20.06168768
lipstick__ofra_cosmetics__long_lasting_liquid_lipstick__pasadena.jpg,swatch,lipstick__ofra_cosmetics__long_lasting_liquid_lipstick__pasadena.jpg,39.08959848,22.27566197,8.61764363
lipstick__onesize_by_patrick_starrr__lip_snatcher_hydrating_liquid_lip_gVROlAc.jpg,liquid_lipstick,,,,
lipstick__pat_mcgrath_labs__liquilust_legendary_wear_matte_lipstick__n_S2RxXrE.jpg,swatch,,,,
lipstick__pat_mcgrath_labs__mattetrance_lipstick__divine_brown.jpg,bullet_lipstick,lipstick__pat_mcgrath_labs__mattetrance_lipstick__divine_brown.jpg,32.9811324,18.1757398,15.18000747
lipstick__persona__season_one_matte_liquid_lipstick__og.jpg,liquid_lipstick,lipstick__persona__season_one_matte_liquid_lipstick__og.jpg,35.05018767,24.54799819,19.45815502
lipstick__queen_musia__skincare_supercharged_tinted_hydrabalm__noble_vine.jpg,bullet_lipstick,lipstick__queen_musia__skincare_supercharged_tinted_hydrabalm__noble_vine.jpg,19.49679702,37.95183765,22.74917288
lipstick__ravie_beauty__effortless_lips__peony.jpg,swatch,lipstick__ravie_beauty__effortless_lips__peony.jpg,51.8033771,47.76596388,13.88633951
lipstick__revlon__super_lustrous_lipstick__463_sassy_mauve.jpg,swatch,lipstick__revlon__super_lustrous_lipstick__463_sassy_mauve.jpg,46.36500988,36.69847481,10.08760564
lipstick__revlon__super_lustrous_lipstick__725_love_that_red.jpg,bullet_lipstick,lipstick__revlon__super_lustrous_lipstick__725_love_that_red.jpg,41.92008526,62.11994484,41.21693159
lipstick__revlon__super_lustrous_lipstick__812_porto_please.jpg,swatch,lipstick__revlon__super_lustrous_lipstick__812_porto_please.jpg,31.53711366,38.8467214,8.16873543
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__blue_oasis_835.jpg,swatch,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__blue_oasis_835.jpg,57.36316662,-4.02826803,-7.35391315
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__death_valley_830.jpg,other,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__death_valley_830.jpg,51.97730861,26.87278805,7.45437722
lipstick__revolution_pro__supreme_matte_lip_pigment__psychedelic.jpg,swatch,lipstick__revolution_pro__supreme_matte_lip_pigment__psychedelic.jpg,80.00505152,2.58842435,-2.26453342
lipstick__rms_beauty__tinted_daily_lip_balm__passion_lane.jpg,swatch,lipstick__rms_beauty__tinted_daily_lip_balm__passion_lane.jpg,64.20717301,42.00301844,15.29231525
lipstick__rms_beauty__tinted_daily_lip_balm__penny_lane.jpg,swatch,lipstick__rms_beauty__tinted_daily_lip_balm__penny_lane.jpg,60.32840766,49.75832633,42.40860847
lipstick__rokael_beauty__refined_gold_velvet_lip_creme__destined.jpg,swatch,lipstick__rokael_beauty__refined_gold_velvet_lip_creme__destined.jpg,55.68470539,48.40511192,30.89172011
lipstick__romnd__dewyful_water_tint__07_cherry_way.jpg,liquid_lipstick,lipstick__romnd__dewyful_water_tint__07_cherry_way.jpg,30.31957903,45.36252989,28.30324272
lipstick__romnd__juicy_lasting_tint__25_bare_grape.jpg,liquid_lipstick,lipstick__romnd__juicy_lasting_tint__25_bare_grape.jpg,37.92819575,48.56563538,10.49400261
lipstick__smashbox__always_on_cream_to_matte_lipstick__caliente.jpg,bullet_lipstick,lipstick__smashbox__always_on_cream_to_matte_lipstick__caliente.jpg,33.71200293,35.03755202,30.93523064
lipstick__soshe_beauty__ceramide_refillable_lip_silk__wine_stained.jpg,swatch,lipstick__soshe_beauty__ceramide_refillable_lip_silk__wine_stained.jpg,35.21685339,58.28109519,21.73203785
lipstick__stila__stay_all_day_liquid_lipstick__firenze.jpg,liquid_lipstick,lipstick__stila__stay_all_day_liquid_lipstick__firenze.jpg,36.14350198,20.62346301,7.90027144
lipstick__surratt_beauty__lipslique__paramour.jpg,swatch,lipstick__surratt_beauty__lipslique__paramour.jpg,71.94607336,28.54826094,27.81328519
lipstick__tarte__maracuja_juicy_lip_vinyl__cacao.jpg,swatch,lipstick__tarte__maracuja_juicy_lip_vinyl__cacao.jpg,13.0533225,19.33929433,13.62766785
lipstick__tarte__tarteist_creamy_matte_lip_paint__rave.jpg,liquid_lipstick,lipstick__tarte__tarteist_creamy_matte_lip_paint__rave.jpg,41.78463775,12.18107881,2.97599331
lipstick__tom_ford__extreme_lip_spark_lipstick__23_alias.jpg,bullet_lipstick,lipstick__tom_ford__extreme_lip_spark_lipstick__23_alias.jpg,38.00063941,41.11171158,18.59423797
lipstick__urban_decay__vice_hydrating_lipstick__liar.jpg,swatch,lipstick__urban_decay__vice_hydrating_lipstick__liar.jpg,50.34405571,36.06133043,31.25460793
lipstick__urban_decay__vice_lipstick_metallized__asphyxia.jpg,bullet_lipstick,lipstick__urban_decay__vice_lipstick_metallized__asphyxia.jpg,49.38160215,29.12588734,-11.8432405
lipstick__valentino__rosso_valentino_high_pigment_refillable_lipstick__SYs20Rq.jpg,swatch,,,,
lipstick__valentino__rosso_valentino_high_pigment_refillable_lipstick__kBbhTuW.jpg,swatch,,,,
lipstick__valentino__rosso_valentino_high_pigment_refillable_lipstick__kmWoeSv.jpg,swatch,,,,
lipstick__valentino__spike_valentino_buttery_matte_lip_color__605r_lilac_rain.jpg,bullet_lipstick,lipstick__valentino__spike_valentino_buttery_matte_lip_color__605r_lilac_rain.jpg,58.42658666,28.76923357,3.38437604
lipstick__violettefr__bisou_jelly_sheer_shine_hydrating_lipstick__bonb_mjzjRVL.jpg,bullet_lipstick,,,,
lipstick__winky_lux__matte_lip_velour_lipstick__dirty_love.jpg,swatch,lipstick__winky_lux__matte_lip_velour_lipstick__dirty_love.jpg,39.44069131,46.51395094,31.31293267
lipstick__wonderskin__wonder_blading_peel_reveal_lip_stain_kit__divine.jpg,liquid_lipstick,lipstick__wonderskin__wonder_blading_peel_reveal_lip_stain_kit__divine.jpg,18.62906846,9.12336,-30.84798488
lipstick__wyn_beauty__no_words_needed_lip_serum__engage.jpg,liquid_lipstick,lipstick__wyn_beauty__no_words_needed_lip_serum__engage.jpg,54.55149118,47.88620563,-8.68703472
lipstick__xx_revolution__xxude_satin_liquid_lipstick__nostalgia.jpg,swatch,lipstick__xx_revolution__xxude_satin_liquid_lipstick__nostalgia.jpg,62.19930095,32.36780825,-0.2938953
lipstick__yves_saint_laurent__rouge_pur_couture_the_bold_high_pigment__QuYMMs2.jpg,bullet_lipstick,,,,
lipstick__yves_saint_laurent__rouge_volupte_shine_lipstick_balm__52_tr_TJeAE7s.jpg,bullet_lipstick,,,,
lipstick__yves_saint_laurent__the_inks_vinyl_cream_high_shine_lip_stai_No9IoC6.jpg,liquid_lipstick,,,,
lipstick__yves_saint_laurent__the_slim_glow_matte_lipstick__213_no_taboo_chili.jpg,bullet_lipstick,lipstick__yves_saint_laurent__the_slim_glow_matte_lipstick__213_no_taboo_chili.jpg,43.04021815,47.83101747,41.90372933
lipstick__yves_saint_laurent__ysl_loveshine_lip_oil_stick__150_nude_lingerie.jpg,bullet_lipstick,lipstick__yves_saint_laurent__ysl_loveshine_lip_oil_stick__150_nude_lingerie.jpg,55.68468727,36.62086362,16.6192041
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_ZJ06I9z.jpg,other,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_nig1fqA.jpg,swatch,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__weekend.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__weekend.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_XpGkwgw.jpg,other,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_HA0UU7J.jpg,other,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_GHfw5Uw.jpg,other,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_xn5fG6e.jpg,other,,,,
lipstick__juice_beauty__phytopigments_liquid_lip__12_cameron.jpg,other,lipstick__juice_beauty__phytopigments_liquid_lip__12_cameron.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_nCdMRRt.jpg,other,,,,
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__spice_825.jpg,other,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__spice_825.jpg,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__scandal.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__scandal.jpg,,,
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__100_degrees_805.jpg,swatch,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__100_degrees_805.jpg,,,
lipstick__juice_beauty__phytopigments_liquid_lip__06_drew.jpg,other,lipstick__juice_beauty__phytopigments_liquid_lip__06_drew.jpg,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__boss.jpg,swatch,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__boss.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_a4hyldF.jpg,other,,,,
lipstick__juice_beauty__phytopigments_liquid_lip__03_kate.jpg,other,lipstick__juice_beauty__phytopigments_liquid_lip__03_kate.jpg,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__slay.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__slay.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_9os18m4.jpg,other,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__friendship.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__friendship.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_xNluAsL.jpg,other,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__swank.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__swank.jpg,,,
lipstick__juice_beauty__phytopigments_liquid_lip__21_reese.jpg,other,lipstick__juice_beauty__phytopigments_liquid_lip__21_reese.jpg,,,
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__crimson_sky_820.jpg,swatch,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__crimson_sky_820.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_jyIFLXE.jpg,other,,,,
lipstick__juice_beauty__phytopigments_liquid_lip__24_chelsea.jpg,other,lipstick__juice_beauty__phytopigments_liquid_lip__24_chelsea.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_0W0EfrN.jpg,other,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__omg.jpg,liquid_lipstick,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__omg.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_wVEVl8Q.jpg,swatch,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_IUxcagP.jpg,other,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_cj3QRcd.jpg,swatch,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__flawless.jpg,liquid_lipstick,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__flawless.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_mlyfNim.jpg,other,,,,
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__dusty_rose_800.jpg,swatch,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__dusty_rose_800.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_u7uhrYv.jpg,other,,,,
lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__scorpion_red_850.jpg,swatch,lipstick__revlon__ultra_hd_lip_mousse_hyper_matte__scorpion_red_850.jpg,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__juju.jpg,other,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__juju.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_SF5Xl4d.jpg,other,,,,
lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__juicy.jpg,liquid_lipstick,lipstick__bareminerals__gen_nude_matte_liquid_lipcolor__juicy.jpg,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_OGkj7ys.jpg,swatch,,,,
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour_iv7D3OJ.jpg,other,,,,
