id,img_name,color_group,parent_color
lipstick__lime_crime__matte_velvetine_lipstick__new_americana,lipstick__lime_crime__matte_velvetine_lipstick__new_americana.jpg,red,red
lipstick__lime_crime__plushies_liquid_lipstick__sorbet,lipstick__lime_crime__plushies_liquid_lipstick__sorbet.jpg,red,red
lipstick__ilia__color_block_lipstick__tango,lipstick__ilia__color_block_lipstick__tango.jpg,red,red
lipstick__lime_crime__metallic_velvetine_lipstick__eclipse,lipstick__lime_crime__metallic_velvetine_lipstick__eclipse.jpg,red,black red
lipstick__ulta__sheer_lipstick__red_raven,lipstick__ulta__sheer_lipstick__red_raven.jpg,red,red
lipstick__colourpop__lippie_stix__who_run_this,lipstick__colourpop__lippie_stix__who_run_this.jpg,red,red
lipstick__dior__rouge_ultra_care_liquid_lipstick__855_sensual,lipstick__dior__rouge_ultra_care_liquid_lipstick__855_sensual.jpg,red,scarlet red
lipstick__dose_of_colors__liquid_matte_lipstick__kiss_of_fire,lipstick__dose_of_colors__liquid_matte_lipstick__kiss_of_fire.jpg,red,red
lipstick__marie_hunter__lustrous_lipstick__ogden_avenue,lipstick__marie_hunter__lustrous_lipstick__ogden_avenue.jpg,red,pink red
lipstick__kylie_cosmetics__matte_lip_kit__no_sleep,lipstick__kylie_cosmetics__matte_lip_kit__no_sleep.jpg,red,pink red
lipstick__hourglass__phantom_volumizing_glossy_lip_balm__impulse_130,lipstick__hourglass__phantom_volumizing_glossy_lip_balm__impulse_130.jpg,red,red
lipstick__colourpop__lippie_stix__skywalking,lipstick__colourpop__lippie_stix__skywalking.jpg,red,red
lipstick__covergirl__outlast_lipstain__05_all_star,lipstick__covergirl__outlast_lipstain__05_all_star.jpg,red,red
lipstick__smashbox__always_on_cream_to_matte_lipstick__caliente,lipstick__smashbox__always_on_cream_to_matte_lipstick__caliente.jpg,red,red
lipstick__givenchy__le_rose_perfecto_color_lip_balm__303_warming_red,lipstick__givenchy__le_rose_perfecto_color_lip_balm__303_warming_red.jpg,red,red
lipstick__covergirl__outlast_forever_velvet_pigment_matte_lipstick__250_velvet_waves,lipstick__covergirl__outlast_forever_velvet_pigment_matte_lipstick__250_velvet_waves.jpg,red,red
lipstick__bobbi_brown__crushed_liquid_lipstick__main_squeeze,lipstick__bobbi_brown__crushed_liquid_lipstick__main_squeeze.jpg,red,red pink
lipstick__yves_saint_laurent__rouge_pur_couture_the_bold_high_pigment_lipstick__14_nude_tribute,lipstick__yves_saint_laurent__rouge_pur_couture_the_bold_high_pigment_lipstick__14_nude_tribute.tif,red,red
lipstick__charlotte_tilbury__tinted_love__blushed_rose,lipstick__charlotte_tilbury__tinted_love__blushed_rose.png,rose,pink rose
lipstick__julep__its_balm_creme_full_coverage_lip_crayon__04_dusty_orchid_shimmer,lipstick__julep__its_balm_creme_full_coverage_lip_crayon__04_dusty_orchid_shimmer.jpg,rose,rose
lipstick__freck_beauty__makeout_club_soft_blur_lipstick__the_moment,lipstick__freck_beauty__makeout_club_soft_blur_lipstick__the_moment.jpg,rose,rose
lipstick__nars__explicit_refillable_satin_lipstick__821_liason,lipstick__nars__explicit_refillable_satin_lipstick__821_liason.jpg,rose,tan rose
lipstick__nars__powermatte_lip_pigment__somebody_to_love,lipstick__nars__powermatte_lip_pigment__somebody_to_love.jpg,rose,rose brown
lipstick__natasha_denona__i_need_a_nude_lipstick__31np_beatrice,lipstick__natasha_denona__i_need_a_nude_lipstick__31np_beatrice.jpg,rose,rose
lipstick__kylie_cosmetics__matte_lip_crayon__realizing_things,lipstick__kylie_cosmetics__matte_lip_crayon__realizing_things.jpg,rose,pink rose
lipstick__dior__rouge_dior_forever_liquid_transferproof_lipstick__720_forever_icone,lipstick__dior__rouge_dior_forever_liquid_transferproof_lipstick__720_forever_icone.jpg,rose,rosewood
lipstick__charlotte_tilbury__limitless_lucky_lips__everlasting_blossom,lipstick__charlotte_tilbury__limitless_lucky_lips__everlasting_blossom.png,rose,rose
lipstick__jason_wu_beauty__honey_fluff_lip_cream__01_adored,lipstick__jason_wu_beauty__honey_fluff_lip_cream__01_adored.jpg,rose,rosewood nude
lipstick__bodyography__lipstick__tolede,lipstick__bodyography__lipstick__tolede.jpg,rose,pink rose
lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour__112_chic_rosewood,lipstick__chanel__le_rouge_duo_ultra_tenue_ultrawear_liquid_lip_colour__112_chic_rosewood.jpg,rose,rosewood
lipstick__nars__audacious_lipstick__lea,lipstick__nars__audacious_lipstick__lea.jpg,rose,rose
lipstick__bobbi_brown__crushed_lip_color__italian_rose,lipstick__bobbi_brown__crushed_lip_color__italian_rose.jpg,rose,brown rose
lipstick__nars__powermatte_lip_pigment__walk_this_way,lipstick__nars__powermatte_lip_pigment__walk_this_way.jpg,rose,rose pink
lipstick__gucci__rouge_a_levres_mat_matte_lipstick__they_met_in_argentina,lipstick__gucci__rouge_a_levres_mat_matte_lipstick__they_met_in_argentina.web,rose,rosewood
lipstick__dear_dahlia__lip_paradise_sensual_lip_glow__g105_isabelle,lipstick__dear_dahlia__lip_paradise_sensual_lip_glow__g105_isabelle.png,rose,rose
lipstick__nars__lipstick__exbury,lipstick__nars__lipstick__exbury.jpg,rose,pink rose
lipstick__buxom__fullon_satin_lipstick__rose_bubbles,lipstick__buxom__fullon_satin_lipstick__rose_bubbles.jpg,rose,rose pink
lipstick__mob_beauty__soft_matte_lipstick__m94,lipstick__mob_beauty__soft_matte_lipstick__m94.jpg,rose,mocha rose
lipstick__dior__rouge_ultra_rouge_lipstick__0_ultra_light,lipstick__dior__rouge_ultra_rouge_lipstick__0_ultra_light.jpg,silver_gray,white
lipstick__jeffree_star_cosmetics__velour_liquid_lipstick__drug_lord,lipstick__jeffree_star_cosmetics__velour_liquid_lipstick__drug_lord.jpg,silver_gray,white
lipstick__revolution_pro__supreme_matte_lip_pigment__psychedelic,lipstick__revolution_pro__supreme_matte_lip_pigment__psychedelic.jpg,silver_gray,white
lipstick__kvd_beauty__everlasting_liquid_lipstick__dagger,lipstick__kvd_beauty__everlasting_liquid_lipstick__dagger.jpg,silver_gray,gray
lipstick__melt_cosmetics__lipstick__tomboy,lipstick__melt_cosmetics__lipstick__tomboy.jpg,silver_gray,moss gray
